timestamp,asset_id,rpm,temperature_c,vibration_mm_s,pressure_bar,torque_nm,operating_hours,error_code_count,service_delay_days,customer_satisfaction_score,anomaly_label,service_escalation_label
2026-04-01T08:00:00Z,line-01-pump-01,2600.0,72.0,2.4,3.06,105.0,620.0,0,0,8.6,0,0
2026-04-01T08:15:00Z,line-01-pump-01,2646.45,72.44,2.481,3.059,105.87,620.25,0,0,8.6,0,0
2026-04-01T08:30:00Z,line-01-pump-01,2691.61,72.88,2.557,3.055,106.74,620.5,0,0,8.6,0,0
2026-04-01T08:45:00Z,line-01-pump-01,2734.24,73.3,2.625,3.048,107.6,620.75,0,0,8.6,0,0
2026-04-01T09:00:00Z,line-01-pump-01,2773.14,73.72,2.681,3.039,108.44,621.0,0,0,8.6,0,0
2026-04-01T09:15:00Z,line-01-pump-01,2807.25,74.12,2.722,3.028,109.25,621.25,0,0,8.6,0,0
2026-04-01T09:30:00Z,line-01-pump-01,2835.61,74.5,2.745,3.015,110.03,621.5,0,0,8.6,0,0
2026-04-01T09:45:00Z,line-01-pump-01,2857.44,74.85,2.749,3.0,110.78,621.75,0,0,8.6,0,0
2026-04-01T10:00:00Z,line-01-pump-01,2872.14,75.18,2.735,2.983,111.49,622.0,0,0,8.6,0,0
2026-04-01T10:15:00Z,line-01-pump-01,2879.3,75.48,2.702,2.965,112.16,622.25,0,0,8.6,0,0
2026-04-01T10:30:00Z,line-01-pump-01,2878.71,75.74,2.653,2.946,112.77,622.5,0,0,8.6,0,0
2026-04-01T10:45:00Z,line-01-pump-01,2870.41,75.97,2.59,2.926,113.33,622.75,0,0,8.6,0,0
2026-04-01T11:00:00Z,line-01-pump-01,2854.6,76.15,2.517,2.905,113.84,623.0,0,0,8.6,0,0
2026-04-01T11:15:00Z,line-01-pump-01,2831.74,76.3,2.438,2.885,114.28,623.25,0,0,8.6,0,0
2026-04-01T11:30:00Z,line-01-pump-01,2802.46,76.41,2.356,2.864,114.65,623.5,0,0,8.6,0,0
2026-04-01T11:45:00Z,line-01-pump-01,2767.57,76.48,2.277,2.845,114.96,623.75,0,0,8.6,0,0
2026-04-01T12:00:00Z,line-01-pump-01,2728.04,76.5,2.205,2.826,115.21,624.0,0,0,8.6,0,0
2026-04-01T12:15:00Z,line-01-pump-01,2684.95,76.48,2.143,2.809,115.38,624.25,0,0,8.6,0,0
2026-04-01T12:30:00Z,line-01-pump-01,2639.51,76.42,2.095,2.792,115.47,624.5,0,0,8.6,0,0
2026-04-01T12:45:00Z,line-01-pump-01,2592.98,76.31,2.064,2.778,115.5,624.75,0,0,8.6,0,0
2026-04-01T13:00:00Z,line-01-pump-01,2546.64,93.66,2.05,2.766,115.45,625.0,1,0,7.9,1,0
2026-04-01T13:15:00Z,line-01-pump-01,2501.78,93.47,2.056,2.756,115.33,625.25,1,0,7.9,1,0
2026-04-01T13:30:00Z,line-01-pump-01,2459.64,93.25,2.081,2.748,115.14,625.5,1,0,7.9,1,0
2026-04-01T13:45:00Z,line-01-pump-01,2421.39,92.99,2.122,2.743,114.88,625.75,1,0,7.9,1,0
2026-04-01T14:00:00Z,line-01-pump-01,2388.1,92.69,2.179,2.74,114.55,626.0,1,0,7.9,1,0
2026-04-01T14:15:00Z,line-01-pump-01,2360.67,92.37,2.248,2.74,114.15,626.25,1,0,7.9,1,0
2026-04-01T14:30:00Z,line-01-pump-01,2339.88,74.51,2.325,2.743,113.69,626.5,0,0,8.6,0,0
2026-04-01T14:45:00Z,line-01-pump-01,2326.29,74.14,2.406,2.748,113.17,626.75,0,0,8.6,0,0
2026-04-01T15:00:00Z,line-01-pump-01,2320.29,73.74,2.487,2.756,112.59,627.0,0,0,8.6,0,0
2026-04-01T15:15:00Z,line-01-pump-01,2322.05,73.32,2.563,2.766,111.96,627.25,0,0,8.6,0,0
2026-04-01T15:30:00Z,line-01-pump-01,2331.5,72.9,2.63,2.778,111.28,627.5,0,0,8.6,0,0
2026-04-01T15:45:00Z,line-01-pump-01,2348.4,72.46,2.685,2.792,110.56,627.75,0,0,8.6,0,0
2026-04-01T16:00:00Z,line-01-pump-01,2372.27,72.02,2.724,2.808,109.8,628.0,0,0,8.6,0,0
2026-04-01T16:15:00Z,line-01-pump-01,2402.45,71.58,2.746,2.826,109.01,628.25,0,0,8.6,0,0
2026-04-01T16:30:00Z,line-01-pump-01,2438.1,71.14,2.749,2.845,108.19,628.5,0,0,8.6,0,0
2026-04-01T16:45:00Z,line-01-pump-01,2478.25,70.71,2.733,2.864,107.34,628.75,0,0,8.6,0,0
2026-04-01T17:00:00Z,line-01-pump-01,2521.76,70.3,2.699,2.885,106.48,629.0,0,0,8.6,0,0
2026-04-01T17:15:00Z,line-01-pump-01,2567.45,69.9,2.649,2.905,105.61,629.25,0,0,8.6,0,0
2026-04-01T17:30:00Z,line-01-pump-01,2614.04,69.52,2.585,2.925,104.74,629.5,0,0,8.6,0,0
2026-04-01T17:45:00Z,line-01-pump-01,2660.23,69.16,2.512,2.945,103.86,629.75,0,0,8.6,0,0
2026-04-01T18:00:00Z,line-01-pump-01,2704.76,68.84,2.432,2.965,103.0,630.0,0,0,8.6,0,0
2026-04-01T18:15:00Z,line-01-pump-01,2746.39,68.54,2.351,2.983,102.15,630.25,0,0,8.6,0,0
2026-04-01T18:30:00Z,line-01-pump-01,2783.96,68.27,2.272,3.0,101.32,630.5,0,0,8.6,0,0
2026-04-01T18:45:00Z,line-01-pump-01,2816.43,68.04,2.2,3.015,100.51,630.75,0,0,8.6,0,0
2026-04-01T19:00:00Z,line-01-pump-01,2842.9,67.85,2.139,3.028,99.74,631.0,0,0,8.6,0,0
2026-04-01T19:15:00Z,line-01-pump-01,2862.64,67.7,2.092,3.039,99.0,631.25,0,0,8.6,0,0
2026-04-01T19:30:00Z,line-01-pump-01,2875.1,67.59,2.062,3.048,98.3,631.5,0,0,8.6,0,0
2026-04-01T19:45:00Z,line-01-pump-01,2879.94,67.52,2.05,3.055,97.65,631.75,0,0,8.6,0,0
2026-04-01T20:00:00Z,line-01-pump-01,2877.02,67.5,2.057,3.059,97.05,632.0,0,1,8.52,0,0
2026-04-01T20:15:00Z,line-01-pump-01,2866.42,67.52,2.083,3.06,96.51,632.25,0,1,8.52,0,0
2026-04-01T20:30:00Z,line-01-pump-01,2848.44,67.58,2.126,3.059,96.03,632.5,0,1,8.52,0,0
2026-04-01T20:45:00Z,line-01-pump-01,2823.58,67.68,2.184,3.055,95.6,632.75,0,1,8.52,0,0
2026-04-01T21:00:00Z,line-01-pump-01,2792.51,67.83,2.253,3.048,95.25,633.0,0,1,8.52,0,0
2026-04-01T21:15:00Z,line-01-pump-01,2756.12,68.02,2.331,3.04,94.96,633.25,0,1,8.52,0,0
2026-04-01T21:30:00Z,line-01-pump-01,2715.39,68.24,2.412,3.028,94.74,633.5,0,1,8.52,0,0
2026-04-01T21:45:00Z,line-01-pump-01,2671.47,68.5,2.492,3.015,94.59,633.75,0,1,8.52,0,0
2026-04-01T22:00:00Z,line-01-pump-01,2625.57,68.79,2.568,3.0,94.51,634.0,0,1,8.52,0,0
2026-04-01T22:15:00Z,line-01-pump-01,2578.96,69.12,2.634,2.983,94.51,634.25,0,1,8.52,0,0
2026-04-01T22:30:00Z,line-01-pump-01,2532.93,69.47,2.688,2.965,94.58,634.5,0,1,8.52,0,0
2026-04-01T22:45:00Z,line-01-pump-01,2488.76,69.85,2.726,2.946,94.72,634.75,0,1,8.52,0,0
2026-04-01T23:00:00Z,line-01-pump-01,2447.67,70.24,2.747,2.926,94.93,635.0,0,1,8.52,0,0
2026-04-01T23:15:00Z,line-01-pump-01,2410.81,70.66,2.748,2.905,95.21,635.25,0,1,8.52,0,0
2026-04-01T23:30:00Z,line-01-pump-01,2379.19,71.09,2.731,2.885,95.56,635.5,0,1,8.52,0,0
2026-04-01T23:45:00Z,line-01-pump-01,2353.69,71.52,2.696,2.865,95.98,635.75,0,1,8.52,0,0
2026-04-02T00:00:00Z,line-01-pump-01,2335.01,71.96,2.645,2.845,96.46,636.0,0,1,8.52,0,0
2026-04-02T00:15:00Z,line-01-pump-01,2323.68,72.4,2.58,2.826,97.0,636.25,0,1,8.52,0,0
2026-04-02T00:30:00Z,line-01-pump-01,2320.0,72.84,2.506,2.809,97.59,636.5,0,1,8.52,0,0
2026-04-02T00:45:00Z,line-01-pump-01,2324.09,73.27,2.426,2.793,98.24,636.75,0,1,8.52,0,0
2026-04-02T01:00:00Z,line-01-pump-01,2335.82,73.68,2.345,2.778,98.93,637.0,0,1,8.52,0,0
2026-04-02T01:15:00Z,line-01-pump-01,2354.87,74.08,2.266,2.766,99.66,637.25,0,1,8.52,0,0
2026-04-02T01:30:00Z,line-01-pump-01,2380.72,74.46,2.195,2.756,100.43,637.5,0,1,8.52,0,0
2026-04-02T01:45:00Z,line-01-pump-01,2412.64,74.82,2.135,2.748,101.24,637.75,0,1,8.52,0,0
2026-04-02T02:00:00Z,line-01-pump-01,2449.76,75.15,2.089,2.743,102.07,638.0,0,2,8.44,0,0
2026-04-02T02:15:00Z,line-01-pump-01,2491.04,75.45,2.06,2.74,102.92,638.25,0,2,8.44,0,0
2026-04-02T02:30:00Z,line-01-pump-01,2535.34,75.72,2.05,2.74,103.78,638.5,0,2,8.44,0,0
2026-04-02T02:45:00Z,line-01-pump-01,2581.43,75.95,2.059,2.743,104.65,638.75,0,2,8.44,0,0
2026-04-02T03:00:00Z,line-01-pump-01,2628.04,76.14,2.086,2.748,105.53,639.0,0,2,8.44,0,0
2026-04-02T03:15:00Z,line-01-pump-01,2673.86,76.29,2.13,2.756,106.4,639.25,0,2,8.44,0,0
2026-04-02T03:30:00Z,line-01-pump-01,2717.65,76.4,2.188,2.766,107.26,639.5,0,2,8.44,0,0
2026-04-02T03:45:00Z,line-01-pump-01,2758.17,76.47,2.258,2.778,108.1,639.75,0,2,8.44,0,0
2026-04-02T04:00:00Z,line-01-pump-01,2794.31,76.5,2.336,2.792,108.93,640.0,0,2,8.44,0,0
2026-04-02T04:15:00Z,line-01-pump-01,2825.06,76.48,2.418,2.808,109.73,640.25,0,2,8.44,0,0
2026-04-02T04:30:00Z,line-01-pump-01,2849.58,81.42,3.898,2.826,110.49,640.5,0,15,6.44,1,1
2026-04-02T04:45:00Z,line-01-pump-01,2867.18,81.32,3.973,2.844,111.22,640.75,0,15,6.44,1,1
2026-04-02T05:00:00Z,line-01-pump-01,2877.37,81.18,4.039,2.864,111.9,641.0,0,15,6.44,1,1
2026-04-02T05:15:00Z,line-01-pump-01,2879.88,80.99,4.091,2.884,112.53,641.25,0,15,6.44,1,1
2026-04-02T05:30:00Z,line-01-pump-01,2874.63,80.77,4.128,2.905,113.12,641.5,0,15,6.44,1,1
2026-04-02T05:45:00Z,line-01-pump-01,2861.77,80.51,4.147,2.925,113.64,641.75,0,15,6.44,1,1
2026-04-02T06:00:00Z,line-01-pump-01,2841.66,80.22,4.148,2.945,114.11,642.0,0,15,6.44,1,1
2026-04-02T06:15:00Z,line-01-pump-01,2814.85,79.9,4.129,2.964,114.51,642.25,0,15,6.44,1,1
2026-04-02T06:30:00Z,line-01-pump-01,2782.08,74.55,2.693,2.983,114.85,642.5,0,2,8.44,0,0
2026-04-02T06:45:00Z,line-01-pump-01,2744.27,74.17,2.641,2.999,115.12,642.75,0,2,8.44,0,0
2026-04-02T07:00:00Z,line-01-pump-01,2702.46,73.77,2.575,3.015,115.32,643.0,0,2,8.44,0,0
2026-04-02T07:15:00Z,line-01-pump-01,2657.81,73.36,2.5,3.028,115.44,643.25,0,2,8.44,0,0
2026-04-02T07:30:00Z,line-01-pump-01,2611.56,72.93,2.42,3.039,115.5,643.5,0,2,8.44,0,0
2026-04-02T07:45:00Z,line-01-pump-01,2564.99,72.5,2.339,3.048,115.48,643.75,0,2,8.44,0,0
2026-04-01T08:00:00Z,line-01-compressor-02,2855.86,75.24,2.895,2.981,112.09,760.0,0,0,8.35,0,0
2026-04-01T08:15:00Z,line-01-compressor-02,2885.44,75.62,2.922,2.968,112.88,760.25,0,0,8.35,0,0
2026-04-01T08:30:00Z,line-01-compressor-02,2908.63,75.98,2.93,2.953,113.64,760.5,0,0,8.35,0,0
2026-04-01T08:45:00Z,line-01-compressor-02,2924.8,76.32,2.919,2.936,114.35,760.75,0,0,8.35,0,0
2026-04-01T09:00:00Z,line-01-compressor-02,2933.48,76.62,2.89,2.919,115.03,761.0,0,0,8.35,0,0
2026-04-01T09:15:00Z,line-01-compressor-02,2934.45,76.89,2.844,2.899,115.65,761.25,0,0,8.35,0,0
2026-04-01T09:30:00Z,line-01-compressor-02,2927.68,77.12,2.784,2.88,116.22,761.5,0,0,8.35,0,0
2026-04-01T09:45:00Z,line-01-compressor-02,2913.35,77.32,2.713,2.859,116.74,761.75,0,0,8.35,0,0
2026-04-01T10:00:00Z,line-01-compressor-02,2891.85,77.48,2.634,2.839,117.19,762.0,0,0,8.35,0,0
2026-04-01T10:15:00Z,line-01-compressor-02,2863.8,77.59,2.553,2.818,117.58,762.25,0,0,8.35,0,0
2026-04-01T10:30:00Z,line-01-compressor-02,2829.96,77.67,2.473,2.799,117.91,762.5,0,0,8.35,0,0
2026-04-01T10:45:00Z,line-01-compressor-02,2791.26,77.7,2.399,2.78,118.16,762.75,0,0,8.35,0,0
2026-04-01T11:00:00Z,line-01-compressor-02,2748.8,77.69,2.334,2.762,118.35,763.0,0,0,8.35,0,0
2026-04-01T11:15:00Z,line-01-compressor-02,2703.73,77.63,2.283,2.746,118.46,763.25,0,0,8.35,0,0
2026-04-01T11:30:00Z,line-01-compressor-02,2657.31,77.53,2.248,2.731,118.5,763.5,0,0,8.35,0,0
2026-04-01T11:45:00Z,line-01-compressor-02,2610.83,77.39,2.231,2.718,118.47,763.75,0,0,8.35,0,0
2026-04-01T12:00:00Z,line-01-compressor-02,2565.57,77.22,2.233,2.708,118.36,764.0,0,0,8.35,0,0
2026-04-01T12:15:00Z,line-01-compressor-02,2522.79,77.0,2.254,2.7,118.18,764.25,0,0,8.35,0,0
2026-04-01T12:30:00Z,line-01-compressor-02,2483.68,76.74,2.293,2.694,117.94,764.5,0,0,8.35,0,0
2026-04-01T12:45:00Z,line-01-compressor-02,2449.31,76.45,2.347,2.691,117.62,764.75,0,0,8.35,0,0
2026-04-01T13:00:00Z,line-01-compressor-02,2420.65,76.13,2.413,2.69,117.24,765.0,0,0,8.35,0,0
2026-04-01T13:15:00Z,line-01-compressor-02,2398.47,75.79,2.489,2.692,116.79,765.25,0,0,8.35,0,0
2026-04-01T13:30:00Z,line-01-compressor-02,2383.41,93.91,2.57,2.697,116.28,765.5,1,0,7.65,1,0
2026-04-01T13:45:00Z,line-01-compressor-02,2375.87,93.52,2.651,2.704,115.71,765.75,1,0,7.65,1,0
2026-04-01T14:00:00Z,line-01-compressor-02,2376.07,93.11,2.728,2.714,115.09,766.0,1,1,7.57,1,0
2026-04-01T14:15:00Z,line-01-compressor-02,2384.0,92.68,2.797,2.725,114.42,766.25,1,1,7.57,1,0
2026-04-01T14:30:00Z,line-01-compressor-02,2399.44,92.25,2.855,2.739,113.71,766.5,1,1,7.57,1,0
2026-04-01T14:45:00Z,line-01-compressor-02,2421.97,91.81,2.898,2.755,112.96,766.75,1,1,7.57,1,0
2026-04-01T15:00:00Z,line-01-compressor-02,2450.95,72.87,2.923,2.772,112.17,767.0,0,1,8.27,0,0
2026-04-01T15:15:00Z,line-01-compressor-02,2485.58,72.43,2.93,2.791,111.35,767.25,0,1,8.27,0,0
2026-04-01T15:30:00Z,line-01-compressor-02,2524.91,72.0,2.918,2.81,110.51,767.5,0,1,8.27,0,0
2026-04-01T15:45:00Z,line-01-compressor-02,2567.85,71.58,2.887,2.83,109.65,767.75,0,1,8.27,0,0
2026-04-01T16:00:00Z,line-01-compressor-02,2613.2,71.18,2.84,2.851,108.79,768.0,0,1,8.27,0,0
2026-04-01T16:15:00Z,line-01-compressor-02,2659.71,70.79,2.779,2.871,107.91,768.25,0,1,8.27,0,0
2026-04-01T16:30:00Z,line-01-compressor-02,2706.09,70.43,2.707,2.891,107.04,768.5,0,1,8.27,0,0
2026-04-01T16:45:00Z,line-01-compressor-02,2751.05,70.1,2.628,2.911,106.17,768.75,0,1,8.27,0,0
2026-04-01T17:00:00Z,line-01-compressor-02,2793.35,69.79,2.547,2.929,105.32,769.0,0,1,8.27,0,0
2026-04-01T17:15:00Z,line-01-compressor-02,2831.82,69.52,2.467,2.946,104.48,769.25,0,1,8.27,0,0
2026-04-01T17:30:00Z,line-01-compressor-02,2865.39,69.29,2.394,2.962,103.67,769.5,0,1,8.27,0,0
2026-04-01T17:45:00Z,line-01-compressor-02,2893.12,69.09,2.33,2.976,102.89,769.75,0,1,8.27,0,0
2026-04-01T18:00:00Z,line-01-compressor-02,2914.26,68.93,2.28,2.987,102.14,770.0,0,1,8.27,0,0
2026-04-01T18:15:00Z,line-01-compressor-02,2928.21,68.81,2.247,2.997,101.44,770.25,0,1,8.27,0,0
2026-04-01T18:30:00Z,line-01-compressor-02,2934.59,68.73,2.231,3.004,100.78,770.5,0,1,8.27,0,0
2026-04-01T18:45:00Z,line-01-compressor-02,2933.22,68.7,2.234,3.008,100.17,770.75,0,1,8.27,0,0
2026-04-01T19:00:00Z,line-01-compressor-02,2924.15,68.71,2.476,3.01,99.61,771.0,0,1,8.22,1,0
2026-04-01T19:15:00Z,line-01-compressor-02,2907.61,68.76,2.736,3.009,99.12,771.25,0,1,8.17,1,0
2026-04-01T19:30:00Z,line-01-compressor-02,2884.07,68.86,3.011,3.006,98.68,771.5,0,1,8.12,1,0
2026-04-01T19:45:00Z,line-01-compressor-02,2854.18,69.0,3.298,3.0,98.31,771.75,0,1,8.07,1,0
2026-04-01T20:00:00Z,line-01-compressor-02,2818.78,69.18,3.595,2.991,98.01,772.0,0,2,7.94,1,0
2026-04-01T20:15:00Z,line-01-compressor-02,2778.83,69.39,3.895,2.981,97.77,772.25,0,2,7.89,1,0
2026-04-01T20:30:00Z,line-01-compressor-02,2735.45,69.65,4.196,2.968,97.61,772.5,0,2,7.84,1,0
2026-04-01T20:45:00Z,line-01-compressor-02,2689.85,69.93,4.493,2.953,97.52,772.75,0,2,7.79,1,0
2026-04-01T21:00:00Z,line-01-compressor-02,2643.27,70.25,4.782,2.937,97.5,773.0,0,2,7.74,1,0
2026-04-01T21:15:00Z,line-01-compressor-02,2597.03,70.6,5.059,2.919,97.56,773.25,0,2,7.69,1,0
2026-04-01T21:30:00Z,line-01-compressor-02,2552.39,70.97,5.32,2.9,97.68,773.5,0,2,7.64,1,0
2026-04-01T21:45:00Z,line-01-compressor-02,2510.59,71.36,5.564,2.88,97.88,773.75,0,2,7.59,1,0
2026-04-01T22:00:00Z,line-01-compressor-02,2472.79,71.77,5.79,2.859,98.15,774.0,0,2,7.54,1,0
2026-04-01T22:15:00Z,line-01-compressor-02,2440.05,72.2,5.996,2.839,98.49,774.25,0,2,7.49,1,0
2026-04-01T22:30:00Z,line-01-compressor-02,2413.26,72.63,6.184,2.819,98.89,774.5,0,2,7.44,1,0
2026-04-01T22:45:00Z,line-01-compressor-02,2393.17,73.07,2.836,2.799,99.36,774.75,0,2,8.19,0,0
2026-04-01T23:00:00Z,line-01-compressor-02,2380.34,73.51,2.774,2.78,99.89,775.0,0,2,8.19,0,0
2026-04-01T23:15:00Z,line-01-compressor-02,2375.12,73.95,2.702,2.762,100.47,775.25,0,2,8.19,0,0
2026-04-01T23:30:00Z,line-01-compressor-02,2377.65,74.38,2.622,2.746,101.1,775.5,0,2,8.19,0,0
2026-04-01T23:45:00Z,line-01-compressor-02,2387.87,74.8,2.541,2.731,101.79,775.75,0,2,8.19,0,0
2026-04-02T00:00:00Z,line-01-compressor-02,2405.5,75.21,2.462,2.718,102.51,776.0,0,2,8.19,0,0
2026-04-02T00:15:00Z,line-01-compressor-02,2430.04,75.59,2.389,2.708,103.28,776.25,0,2,8.19,0,0
2026-04-02T00:30:00Z,line-01-compressor-02,2460.81,75.95,2.326,2.7,104.07,776.5,0,2,8.19,0,0
2026-04-02T00:45:00Z,line-01-compressor-02,2496.97,76.29,2.277,2.694,104.9,776.75,0,2,8.19,0,0
2026-04-02T01:00:00Z,line-01-compressor-02,2537.5,76.59,2.245,2.691,105.74,777.0,0,2,8.19,0,0
2026-04-02T01:15:00Z,line-01-compressor-02,2581.3,76.87,2.231,2.69,106.61,777.25,0,2,8.19,0,0
2026-04-02T01:30:00Z,line-01-compressor-02,2627.13,77.1,2.235,2.692,107.48,777.5,0,2,8.19,0,0
2026-04-02T01:45:00Z,line-01-compressor-02,2673.74,77.3,2.259,2.697,108.35,777.75,0,2,8.19,0,0
2026-04-02T02:00:00Z,line-01-compressor-02,2719.82,77.47,2.3,2.704,109.22,778.0,0,3,8.11,0,0
2026-04-02T02:15:00Z,line-01-compressor-02,2764.11,77.59,2.356,2.714,110.09,778.25,0,3,8.11,0,0
2026-04-02T02:30:00Z,line-01-compressor-02,2805.38,77.66,2.424,2.725,110.94,778.5,0,3,8.11,0,0
2026-04-02T02:45:00Z,line-01-compressor-02,2842.48,77.7,2.5,2.739,111.77,778.75,0,3,8.11,0,0
2026-04-02T03:00:00Z,line-01-compressor-02,2874.38,77.69,2.581,2.755,112.57,779.0,0,3,8.11,0,0
2026-04-02T03:15:00Z,line-01-compressor-02,2900.21,77.64,2.662,2.772,113.34,779.25,0,3,8.11,0,0
2026-04-02T03:30:00Z,line-01-compressor-02,2919.23,77.54,2.739,2.791,114.07,779.5,0,3,8.11,0,0
2026-04-02T03:45:00Z,line-01-compressor-02,2930.94,77.41,2.806,2.81,114.77,779.75,0,3,8.11,0,0
2026-04-02T04:00:00Z,line-01-compressor-02,2935.0,77.23,2.862,2.83,115.41,780.0,0,3,8.11,0,0
2026-04-02T04:15:00Z,line-01-compressor-02,2931.3,77.02,2.902,2.851,116.0,780.25,0,3,8.11,0,0
2026-04-02T04:30:00Z,line-01-compressor-02,2919.94,76.77,2.925,2.871,116.54,780.5,0,3,8.11,0,0
2026-04-02T04:45:00Z,line-01-compressor-02,2901.24,76.48,2.929,2.891,117.02,780.75,0,3,8.11,0,0
2026-04-02T05:00:00Z,line-01-compressor-02,2875.71,76.16,2.914,2.911,117.44,781.0,0,3,8.11,0,0
2026-04-02T05:15:00Z,line-01-compressor-02,2844.07,75.82,2.881,2.929,117.79,781.25,0,3,8.11,0,0
2026-04-02T05:30:00Z,line-01-compressor-02,2807.19,75.45,2.832,2.946,118.07,781.5,0,3,8.11,0,0
2026-04-02T05:45:00Z,line-01-compressor-02,2766.09,75.05,2.769,2.962,118.28,781.75,0,3,8.11,0,0
2026-04-02T06:00:00Z,line-01-compressor-02,2721.91,74.64,2.696,2.976,118.42,782.0,0,3,8.11,0,0
2026-04-02T06:15:00Z,line-01-compressor-02,2675.88,74.22,2.617,2.987,118.49,782.25,0,3,8.11,0,0
2026-04-02T06:30:00Z,line-01-compressor-02,2629.27,73.79,2.535,2.997,118.49,782.5,0,3,8.11,0,0
2026-04-02T06:45:00Z,line-01-compressor-02,2583.37,73.35,2.456,3.004,118.41,782.75,0,3,8.11,0,0
2026-04-02T07:00:00Z,line-01-compressor-02,2539.46,72.91,2.384,3.008,118.26,783.0,0,3,8.11,0,0
2026-04-02T07:15:00Z,line-01-compressor-02,2498.75,72.47,2.322,3.01,118.04,783.25,0,3,8.11,0,0
2026-04-02T07:30:00Z,line-01-compressor-02,2462.37,72.04,2.274,3.009,117.75,783.5,0,3,8.11,0,0
